	Experiment	Time	Time2	Plate	nr	Sample	Microbe	Compound	Compound2	Value	Relative	Slope
9403	1	T2	2	P8	8	X38	P104	C4	Compound	0.944	2.274698795	0.82507694
9440	1	T3	3	P8	8	X38	P66	C4	Compound	1.118	4.007168459	1.409115946
9476	1	T4	4	P8	8	X38	P66	C4	Compound	1.238	4.437275986	-0.054199704
9512	1	T5	5	P8	8	X38	P66	C4	Compound	1.497	5.365591398	1.307907568
9548	1	T6	6	P8	8	X38	P66	C4	Compound	1.229	4.405017921	1.689057578
9584	1	T0	0	P8	8	X39	P67	C4	Compound	0.28	1	1.542615982
9619	1	T1	1	P8	8	X39	P106	C4	Compound	0.507	1.258064516	0.765606011
9655	1	T2	2	P8	8	X39	P106	C4	Compound	0.876	2.17369727	0.867048359
9692	1	T3	3	P8	8	X39	P67	C4	Compound	1.065	3.803571429	1.471613192
9728	1	T4	4	P8	8	X39	P67	C4	Compound	1.193	4.260714286	-0.075920663
9764	1	T5	5	P8	8	X39	P67	C4	Compound	1.434	5.121428571	1.38553366
9800	1	T6	6	P8	8	X39	P67	C4	Compound	1.182	4.221428571	1.821668807
9836	1	T0	0	P8	8	X40	P69	C4	Compound	0.302	1	1.173130194
9871	1	T1	1	P8	8	X40	P108	C4	Compound	0.498	1.371900826	0.907981079
9907	1	T2	2	P8	8	X40	P108	C4	Compound	0.93	2.561983471	1.316024347
9944	1	T3	3	P8	8	X40	P69	C4	Compound	1.078	3.569536424	1.77638741
9980	1	T4	4	P8	8	X40	P69	C4	Compound	1.21	4.006622517	0.363271853
10016	1	T5	5	P8	8	X40	P69	C4	Compound	1.413	4.678807947	1.550900182
10052	1	T6	6	P8	8	X40	P69	C4	Compound	1.239	4.102649007	1.965804308
10088	1	T0	0	P8	8	X41	P59	Blank	Blank	0.293	1	0.863067808
10123	1	T1	1	P8	8	X41	A182	Blank	Blank	0.46	1.666666667	0.912016705
10159	1	T2	2	P8	8	X41	A182	Blank	Blank	0.884	3.202898551	2.332549225
10196	1	T3	3	P8	8	X41	P59	Blank	Blank	1.075	3.66894198	3.414120957
10232	1	T4	4	P8	8	X41	P59	Blank	Blank	1.189	4.058020478	2.955768179
10268	1	T5	5	P8	8	X41	P59	Blank	Blank	1.238	4.225255973	1.72724372
10304	1	T6	6	P8	8	X41	P59	Blank	Blank	1.202	4.102389078	1.985386664
10340	1	T0	0	P8	8	X42	P60	Blank	Blank	0.105	1	-0.04318542
10375	1	T1	1	P8	8	X42	A186	Blank	Blank	0.195	1.788990826	-1.851315767
10411	1	T2	2	P8	8	X42	A186	Blank	Blank	0.107	0.981651376	30.91061982
10448	1	T3	3	P8	8	X42	P60	Blank	Blank	0.108	1.028571429	105.0000003
10484	1	T4	4	P8	8	X42	P60	Blank	Blank	0.109	1.038095238	157.4999921
10520	1	T5	5	P8	8	X42	P60	Blank	Blank	0.11	1.047619048	115.4999991
10556	1	T6	6	P8	8	X42	P60	Blank	Blank	0.11	1.047619048	13.71132886
10592	1	T0	0	P8	8	X43	P61	Blank	Blank	0.295	1	2.390474395
10627	1	T1	1	P8	8	X43	A187	Blank	Blank	0.428	0.812144213	1.345304983
10663	1	T2	2	P8	8	X43	A187	Blank	Blank	0.703	1.333965844	1.36691605
10700	1	T3	3	P8	8	X43	P61	Blank	Blank	0.667	2.261016949	2.834061133
10736	1	T4	4	P8	8	X43	P61	Blank	Blank	0.812	2.752542373	0
10772	1	T5	5	P8	8	X43	P61	Blank	Blank	0.777	2.633898305	3.267254082
10808	1	T6	6	P8	8	X43	P61	Blank	Blank	0.812	2.752542373	3.217580316
10844	1	T0	0	P8	8	X44	P63	Blank	Blank	0.305	1	1.418395639
10879	1	T1	1	P8	8	X44	P101	Blank	Blank	0.465	1.071428571	0.905465467
10915	1	T2	2	P8	8	X44	P101	Blank	Blank	0.922	2.124423963	1.299270357
10952	1	T3	3	P8	8	X44	P63	Blank	Blank	1	3.278688525	-12.42988608
10988	1	T4	4	P8	8	X44	P63	Blank	Blank	1.005	3.295081967	-9.374999918
11024	1	T5	5	P8	8	X44	P63	Blank	Blank	0.969	3.17704918	2.50332023
11060	1	T6	6	P8	8	X44	P63	Blank	Blank	0.985	3.229508197	2.754328235
11096	1	T0	0	P8	8	X45	P65	Blank	Blank	0.313	1	0.431003616
11131	1	T1	1	P8	8	X45	P103	Blank	Blank	0.464	1.536423841	0.436198583
11167	1	T2	2	P8	8	X45	P103	Blank	Blank	1.493	4.943708609	0.330612373
11204	1	T3	3	P8	8	X45	P65	Blank	Blank	1.655	5.287539936	-4.364236783
11240	1	T4	4	P8	8	X45	P65	Blank	Blank	1.555	4.968051118	18.88418853
11276	1	T5	5	P8	8	X45	P65	Blank	Blank	1.579	5.044728435	1.357828329
11312	1	T6	6	P8	8	X45	P65	Blank	Blank	1.584	5.060702875	1.411657583
11348	1	T0	0	P8	8	X46	P66	Blank	Blank	0.29	1	1.848018537
11383	1	T1	1	P8	8	X46	P104	Blank	Blank	0.485	1.283068783	1.410946055
11419	1	T2	2	P8	8	X46	P104	Blank	Blank	0.762	2.015873016	2.186725002
11456	1	T3	3	P8	8	X46	P66	Blank	Blank	0.783	2.7	7.239944515
11492	1	T4	4	P8	8	X46	P66	Blank	Blank	0.773	2.665517241	7.314540056
11528	1	T5	5	P8	8	X46	P66	Blank	Blank	0.831	2.865517241	2.927804662
11564	1	T6	6	P8	8	X46	P66	Blank	Blank	0.841	2.9	3.160446905
11600	1	T0	0	P8	8	X47	P67	Blank	Blank	0.299	1	3.456930164
11635	1	T1	1	P8	8	X47	P106	Blank	Blank	0.486	1.320652174	3.087353955
11671	1	T2	2	P8	8	X47	P106	Blank	Blank	0.58	1.576086957	3.623615306
11708	1	T3	3	P8	8	X47	P67	Blank	Blank	0.586	1.959866221	-1.653964386
11744	1	T4	4	P8	8	X47	P67	Blank	Blank	0.623	2.08361204	-1.965873491
11780	1	T5	5	P8	8	X47	P67	Blank	Blank	0.58	1.939799331	5.530174942
11816	1	T6	6	P8	8	X47	P67	Blank	Blank	0.616	2.060200669	2.813375297
11852	1	T0	0	P8	8	X48	P69	Blank	Blank	0.105	1	-1.822286787
11887	1	T1	1	P8	8	X48	P108	Blank	Blank	0.212	0.185152838	1.536165352
11923	1	T2	2	P8	8	X48	P108	Blank	Blank	0.113	0.098689956	1.549035825
11960	1	T3	3	P8	8	X48	P69	Blank	Blank	0.112	1.066666667	52.49999738
11996	1	T4	4	P8	8	X48	P69	Blank	Blank	0.114	1.085714286	0
12032	1	T5	5	P8	8	X48	P69	Blank	Blank	0.113	1.076190476	68.32191775
12068	1	T6	6	P8	8	X48	P69	Blank	Blank	0.114	1.085714286	12.51642557
12104	1	T0	0	P8	8	X49	P70	Control	Control	0.123	1	2.262162169
12139	1	T1	1	P8	8	X49	P28	Control	Control	0.292	0.784946237	0.571106702
12175	1	T2	2	P8	8	X49	P28	Control	Control	0.432	1.161290323	0.580785608
12212	1	T3	3	P8	8	X49	P70	Control	Control	0.46	3.739837398	0.918854778
12248	1	T4	4	P8	8	X49	P70	Control	Control	0.473	3.845528455	0.921082949
12284	1	T5	5	P8	8	X49	P70	Control	Control	0.673	5.471544715	1.223332378
12320	1	T6	6	P8	8	X49	P70	Control	Control	0.681	5.536585366	1.16075675
12356	1	T0	0	P8	8	X50	P71	Control	Control	0.141	1	1.68271089
12391	1	T1	1	P8	8	X50	P41	Control	Control	0.278	0.705583756	0.668803809
12427	1	T2	2	P8	8	X50	P41	Control	Control	0.531	1.347715736	0.554179157
12464	1	T3	3	P8	8	X50	P71	Control	Control	0.485	3.439716312	0.822947668
12500	1	T4	4	P8	8	X50	P71	Control	Control	0.694	4.921985816	-0.050801659
12536	1	T5	5	P8	8	X50	P71	Control	Control	0.821	5.822695035	1.184927052
12572	1	T6	6	P8	8	X50	P71	Control	Control	0.69	4.893617021	1.309067963
12608	1	T0	0	P8	8	X51	P72	Control	Control	0.135	1	0.427595985
12643	1	T1	1	P8	8	X51	P50	Control	Control	0.253	0.571106095	0.515905709
12679	1	T2	2	P8	8	X51	P50	Control	Control	0.47	1.060948081	0.487094842
12716	1	T3	3	P8	8	X51	P72	Control	Control	0.526	3.896296296	1.083632417
12752	1	T4	4	P8	8	X51	P72	Control	Control	0.656	4.859259259	0.029080204
12788	1	T5	5	P8	8	X51	P72	Control	Control	0.775	5.740740741	1.205242976
12824	1	T6	6	P8	8	X51	P72	Control	Control	0.658	4.874074074	1.357394724
12860	1	T0	0	P8	8	X52	P74A	Control	Control	0.151	1	1.906685617
12895	1	T1	1	P8	8	X52	P54	Control	Control	0.309	0.741007194	0.694741572
12931	1	T2	2	P8	8	X52	P54	Control	Control	0.506	1.213429257	0.580542497
12968	1	T3	3	P8	8	X52	P74A	Control	Control	0.496	3.284768212	1.138077144
13004	1	T4	4	P8	8	X52	P74A	Control	Control	0.695	4.602649007	-21.57142846
13040	1	T5	5	P8	8	X52	P74A	Control	Control	0.697	4.61589404	1.530858462
13076	1	T6	6	P8	8	X52	P74A	Control	Control	0.687	4.549668874	1.422150636
13112	1	T0	0	P8	8	X53	P74B	Control	Control	0.148	1	0.834971286
13147	1	T1	1	P8	8	X53	P55	Control	Control	0.237	0.562945368	0.595182614
13183	1	T2	2	P8	8	X53	P55	Control	Control	0.488	1.159144893	0.544441373
13220	1	T3	3	P8	8	X53	P74B	Control	Control	0.527	3.560810811	1.342930434
13256	1	T4	4	P8	8	X53	P74B	Control	Control	0.692	4.675675676	-9.371179058
13292	1	T5	5	P8	8	X53	P74B	Control	Control	0.685	4.628378378	1.536686171
13328	1	T6	6	P8	8	X53	P74B	Control	Control	0.663	4.47972973	1.778607088
13364	1	T0	0	P8	8	X54	P76	Control	Control	0.103	1	-0.043241512
13399	1	T1	1	P8	8	X54	P56	Control	Control	0.208	1.980952381	-1.484625239
13435	1	T2	2	P8	8	X54	P56	Control	Control	0.102	0.971428571	48.33441213
13472	1	T3	3	P8	8	X54	P76	Control	Control	0.103	1	102.9999986
13508	1	T4	4	P8	8	X54	P76	Control	Control	0.104	1.009708738	154.4999978
13544	1	T5	5	P8	8	X54	P76	Control	Control	0.105	1.019417476	283.249996
13580	1	T6	6	P8	8	X54	P76	Control	Control	0.105	1.019417476	-1.75907225
13616	1	T0	0	P8	8	X55	P77	Control	Control	0.436	1	0.628938762
13651	1	T1	1	P8	8	X55	P57	Control	Control	0.708	2.100890208	-2.111050446
13687	1	T2	2	P8	8	X55	P57	Control	Control	0.469	1.391691395	10.81069352
13724	1	T3	3	P8	8	X55	P77	Control	Control	0.593	1.360091743	7.217317544
13760	1	T4	4	P8	8	X55	P77	Control	Control	0.649	1.48853211	-13.54437899
13796	1	T5	5	P8	8	X55	P77	Control	Control	0.619	1.419724771	12.63190903
13832	1	T6	6	P8	8	X55	P77	Control	Control	0.635	1.456422018	6.964520447
13868	1	T0	0	P8	8	X56	P78	Control	Control	0.395	1	-0.798919113
13903	1	T1	1	P8	8	X56	P58	Control	Control	0.684	1.48373102	-0.034068088
13939	1	T2	2	P8	8	X56	P58	Control	Control	0.371	0.804772234	1.950732275
13976	1	T3	3	P8	8	X56	P78	Control	Control	0.582	1.473417722	3.797752331
14012	1	T4	4	P8	8	X56	P78	Control	Control	0.706	1.787341772	-8.938796507
14048	1	T5	5	P8	8	X56	P78	Control	Control	0.657	1.663291139	8.595551073
14084	1	T6	6	P8	8	X56	P78	Control	Control	0.618	1.564556962	0.32010477
14120	1	T0	0	P8	8	X57	P70	C1	Compound	0.423	1	0.268649889
14155	1	T1	1	P8	8	X57	P28	C1	Compound	0.757	2.336419753	-1.390414073
14191	1	T2	2	P8	8	X57	P28	C1	Compound	0.411	1.268518519	2.97109452
14228	1	T3	3	P8	8	X57	P70	C1	Compound	0.58	1.371158392	2.578558989
14264	1	T4	4	P8	8	X57	P70	C1	Compound	0.786	1.858156028	-7.948310775
14300	1	T5	5	P8	8	X57	P70	C1	Compound	0.713	1.685579196	8.236987936
14336	1	T6	6	P8	8	X57	P70	C1	Compound	0.687	1.624113475	3.235986201
14372	1	T0	0	P8	8	X58	P71	C1	Compound	0.424	1	-0.070256134
14407	1	T1	1	P8	8	X58	P41	C1	Compound	0.718	1.822335025	-1.10581041
14443	1	T2	2	P8	8	X58	P41	C1	Compound	0.381	0.967005076	2.403344947
14480	1	T3	3	P8	8	X58	P71	C1	Compound	0.601	1.41745283	2.649863694
14516	1	T4	4	P8	8	X58	P71	C1	Compound	0.762	1.797169811	-7.212371143
14552	1	T5	5	P8	8	X58	P71	C1	Compound	0.682	1.608490566	9.328511152
14588	1	T6	6	P8	8	X58	P71	C1	Compound	0.652	1.537735849	1.372968776
14624	1	T0	0	P8	8	X59	P72	C1	Compound	0.448	1	0.618577575
14659	1	T1	1	P8	8	X59	P50	C1	Compound	0.745	1.981382979	-2.209132185
14695	1	T2	2	P8	8	X59	P50	C1	Compound	0.493	1.311170213	3.516439465
14732	1	T3	3	P8	8	X59	P72	C1	Compound	0.551	1.229910714	-0.438653748
14768	1	T4	4	P8	8	X59	P72	C1	Compound	0.733	1.636160714	-3.143444559
14804	1	T5	5	P8	8	X59	P72	C1	Compound	0.526	1.174107143	28.00613095
14840	1	T6	6	P8	8	X59	P72	C1	Compound	0.485	1.082589286	2.617422425
14876	1	T0	0	P8	8	X60	P74A	C1	Compound	0.106	1	-1.713924766
14911	1	T1	1	P8	8	X60	P54	C1	Compound	0.185	0.127410468	1.515040261
14947	1	T2	2	P8	8	X60	P54	C1	Compound	0.114	0.078512397	1.518808419
14984	1	T3	3	P8	8	X60	P74A	C1	Compound	0.113	1.066037736	36.69230792
15020	1	T4	4	P8	8	X60	P74A	C1	Compound	0.112	1.056603774	36.69230722
15056	1	T5	5	P8	8	X60	P74A	C1	Compound	0.116	1.094339623	59.98901085
15092	1	T6	6	P8	8	X60	P74A	C1	Compound	0.115	1.08490566	28.19518138
15128	1	T0	0	P8	8	X61	P74B	C1	Compound	0.267	1	-4.255809069
15163	1	T1	1	P8	8	X61	P55	C1	Compound	0.445	0.91002045	1.356415229
15199	1	T2	2	P8	8	X61	P55	C1	Compound	0.282	0.576687117	2.860068097
15236	1	T3	3	P8	8	X61	P74B	C1	Compound	0.294	1.101123596	3.543972675
15272	1	T4	4	P8	8	X61	P74B	C1	Compound	0.295	1.104868914	3.46049617
15308	1	T5	5	P8	8	X61	P74B	C1	Compound	0.408	1.528089888	9.808210811
15344	1	T6	6	P8	8	X61	P74B	C1	Compound	0.427	1.599250936	7.46563588
15380	1	T0	0	P8	8	X62	P76	C1	Compound	0.245	1	-5.056416177
15415	1	T1	1	P8	8	X62	P56	C1	Compound	0.438	0.834285714	1.242632951
15451	1	T2	2	P8	8	X62	P56	C1	Compound	0.319	0.607619048	1.295893411
15488	1	T3	3	P8	8	X62	P76	C1	Compound	0.431	1.759183673	-1.509240186
15524	1	T4	4	P8	8	X62	P76	C1	Compound	0.452	1.844897959	-2.350746278
15560	1	T5	5	P8	8	X62	P76	C1	Compound	0.429	1.751020408	6.987821596
15596	1	T6	6	P8	8	X62	P76	C1	Compound	0.449	1.832653061	5.367283606
15632	1	T0	0	P8	8	X63	P77	C1	Compound	0.269	1	-5.835281635
15667	1	T1	1	P8	8	X63	P57	C1	Compound	0.422	0.76867031	1.568002436
15703	1	T2	2	P8	8	X63	P57	C1	Compound	0.372	0.677595628	1.578879693
15740	1	T3	3	P8	8	X63	P77	C1	Compound	0.437	1.624535316	24.52209919
15776	1	T4	4	P8	8	X63	P77	C1	Compound	0.452	1.680297398	33.62499881
15812	1	T5	5	P8	8	X63	P77	C1	Compound	0.448	1.665427509	8.12125414
15848	1	T6	6	P8	8	X63	P77	C1	Compound	0.456	1.695167286	7.519117293
15884	1	T0	0	P8	8	X64	P78	C1	Compound	0.284	1	-11.35902941
15919	1	T1	1	P8	8	X64	P58	C1	Compound	0.434	0.947598253	1.826061492
15955	1	T2	2	P8	8	X64	P58	C1	Compound	0.381	0.831877729	1.86705073
15992	1	T3	3	P8	8	X64	P78	C1	Compound	0.464	1.633802817	-9.194244273
16028	1	T4	4	P8	8	X64	P78	C1	Compound	0.474	1.669014085	-31.41013802
16064	1	T5	5	P8	8	X64	P78	C1	Compound	0.461	1.623239437	8.877592753
16100	1	T6	6	P8	8	X64	P78	C1	Compound	0.458	1.612676056	7.659580296
16136	1	T0	0	P8	8	X65	P70	C2	Compound	0.261	1	-7.570075578
16171	1	T1	1	P8	8	X65	P28	C2	Compound	0.397	0.866812227	1.625982672
16207	1	T2	2	P8	8	X65	P28	C2	Compound	0.337	0.73580786	1.629590436
16244	1	T3	3	P8	8	X65	P70	C2	Compound	0.427	1.636015326	7.223247259
16280	1	T4	4	P8	8	X65	P70	C2	Compound	0.465	1.781609195	-15.77472535
16316	1	T5	5	P8	8	X65	P70	C2	Compound	0.447	1.712643678	7.90797977
16352	1	T6	6	P8	8	X65	P70	C2	Compound	0.432	1.655172414	1.35251769
16388	1	T0	0	P8	8	X66	P71	C2	Compound	0.104	1	0.010794962
16423	1	T1	1	P8	8	X66	P41	C2	Compound	0.231	2.138888889	-1.327780369
16459	1	T2	2	P8	8	X66	P41	C2	Compound	0.109	1.009259259	5.991475879
16496	1	T3	3	P8	8	X66	P71	C2	Compound	0.104	1	104.0000012
16532	1	T4	4	P8	8	X66	P71	C2	Compound	0.105	1.009615385	0
16568	1	T5	5	P8	8	X66	P71	C2	Compound	0.106	1.019230769	260.0000094
16604	1	T6	6	P8	8	X66	P71	C2	Compound	0.105	1.009615385	-8.775060989
16640	1	T0	0	P8	8	X67	P72	C2	Compound	0.347	1	4.777090863
16675	1	T1	1	P8	8	X67	P50	C2	Compound	0.505	1.208133971	2.568197353
16711	1	T2	2	P8	8	X67	P50	C2	Compound	0.593	1.418660287	2.719680544
16748	1	T3	3	P8	8	X67	P72	C2	Compound	0.674	1.942363112	2.195044799
16784	1	T4	4	P8	8	X67	P72	C2	Compound	0.721	2.077809798	4.214574893
16820	1	T5	5	P8	8	X67	P72	C2	Compound	0.682	1.965417867	5.196527402
16856	1	T6	6	P8	8	X67	P72	C2	Compound	0.747	2.152737752	5.386358668
16892	1	T0	0	P8	8	X68	P74A	C2	Compound	0.388	1	3.430883683
16927	1	T1	1	P8	8	X68	P54	C2	Compound	0.53	1.420911528	2.828627997
16963	1	T2	2	P8	8	X68	P54	C2	Compound	0.502	1.345844504	2.887262883
17000	1	T3	3	P8	8	X68	P74A	C2	Compound	0.723	1.863402062	-8.11080898
17036	1	T4	4	P8	8	X68	P74A	C2	Compound	0.711	1.832474227	0.933523427
17072	1	T5	5	P8	8	X68	P74A	C2	Compound	0.641	1.652061856	7.172046943
17108	1	T6	6	P8	8	X68	P74A	C2	Compound	0.72	1.855670103	6.840996723
17144	1	T0	0	P8	8	X69	P74B	C2	Compound	0.356	1	2.306088067
17179	1	T1	1	P8	8	X69	P55	C2	Compound	0.545	1.469002695	1.947182448
17215	1	T2	2	P8	8	X69	P55	C2	Compound	0.692	1.865229111	2.390275019
17252	1	T3	3	P8	8	X69	P74B	C2	Compound	0.883	2.480337079	-11.46795978
17288	1	T4	4	P8	8	X69	P74B	C2	Compound	0.854	2.398876404	5.257975608
17324	1	T5	5	P8	8	X69	P74B	C2	Compound	0.821	2.306179775	3.985812726
17360	1	T6	6	P8	8	X69	P74B	C2	Compound	0.879	2.469101124	4.229882668
17396	1	T0	0	P8	8	X70	P76	C2	Compound	0.36	1	2.695734323
17431	1	T1	1	P8	8	X70	P56	C2	Compound	0.592	1.487437186	2.049269447
17467	1	T2	2	P8	8	X70	P56	C2	Compound	0.68	1.708542714	2.097848532
17504	1	T3	3	P8	8	X70	P76	C2	Compound	0.859	2.386111111	-9.873417671
17540	1	T4	4	P8	8	X70	P76	C2	Compound	0.808	2.244444444	35.52631544
17576	1	T5	5	P8	8	X70	P76	C2	Compound	0.82	2.277777778	4.276320677
17612	1	T6	6	P8	8	X70	P76	C2	Compound	0.828	2.3	4.73890902
17648	1	T0	0	P8	8	X71	P77	C2	Compound	0.385	1	2.378021457
17683	1	T1	1	P8	8	X71	P57	C2	Compound	0.586	1.546174142	0.854811784
17719	1	T2	2	P8	8	X71	P57	C2	Compound	0.519	1.36939314	4.753124862
17756	1	T3	3	P8	8	X71	P77	C2	Compound	0.603	1.566233766	0.966747842
17792	1	T4	4	P8	8	X71	P77	C2	Compound	0.689	1.78961039	-7.219680367
17828	1	T5	5	P8	8	X71	P77	C2	Compound	0.614	1.594805195	9.507016514
17864	1	T6	6	P8	8	X71	P77	C2	Compound	0.592	1.537662338	4.812642016
17900	1	T0	0	P8	8	X72	P78	C2	Compound	0.103	1	-2.655312193
17935	1	T1	1	P8	8	X72	P58	C2	Compound	0.193	0.487373737	1.671754899
17971	1	T2	2	P8	8	X72	P58	C2	Compound	0.117	0.295454545	1.784484997
18008	1	T3	3	P8	8	X72	P78	C2	Compound	0.117	1.13592233	47.53846087
18044	1	T4	4	P8	8	X72	P78	C2	Compound	0.118	1.145631068	0
18080	1	T5	5	P8	8	X72	P78	C2	Compound	0.121	1.174757282	32.67204293
18116	1	T6	6	P8	8	X72	P78	C2	Compound	0.118	1.145631068	15.69842945
18152	1	T0	0	P8	8	X73	P70	C3	Compound	0.326	1	1.397174245
18187	1	T1	1	P8	8	X73	P28	C3	Compound	0.526	1.182022472	2.33553121
18223	1	T2	2	P8	8	X73	P28	C3	Compound	0.457	1.026966292	2.503830296
18260	1	T3	3	P8	8	X73	P70	C3	Compound	0.526	1.613496933	0
18296	1	T4	4	P8	8	X73	P70	C3	Compound	0.5	1.533742331	13.82020445
18332	1	T5	5	P8	8	X73	P70	C3	Compound	0.526	1.613496933	8.5697229
18368	1	T6	6	P8	8	X73	P70	C3	Compound	0.547	1.67791411	8.634945709
18404	1	T0	0	P8	8	X74	P71	C3	Compound	0.355	1	9.131977125
18439	1	T1	1	P8	8	X74	P41	C3	Compound	0.532	1.074747475	2.275138002
18475	1	T2	2	P8	8	X74	P41	C3	Compound	0.508	1.026262626	2.257401831
18512	1	T3	3	P8	8	X74	P71	C3	Compound	0.597	1.681690141	10.03139717
18548	1	T4	4	P8	8	X74	P71	C3	Compound	0.626	1.763380282	10.39825283
18584	1	T5	5	P8	8	X74	P71	C3	Compound	0.609	1.715492958	7.213098352
18620	1	T6	6	P8	8	X74	P71	C3	Compound	0.645	1.816901408	5.903687821
18656	1	T0	0	P8	8	X75	P72	C3	Compound	0.338	1	-7.151187911
18691	1	T1	1	P8	8	X75	P50	C3	Compound	0.524	0.850649351	2.034235276
18727	1	T2	2	P8	8	X75	P50	C3	Compound	0.444	0.720779221	1.924110969
18764	1	T3	3	P8	8	X75	P72	C3	Compound	0.483	1.428994083	4.73895502
18800	1	T4	4	P8	8	X75	P72	C3	Compound	0.572	1.692307692	5.336842092
18836	1	T5	5	P8	8	X75	P72	C3	Compound	0.622	1.840236686	5.732248258
18872	1	T6	6	P8	8	X75	P72	C3	Compound	0.697	2.062130178	5.84919326
18908	1	T0	0	P8	8	X75	P74A	C3	Compound	0.354	1	2.541237116
18943	1	T1	1	P8	8	X75	P54	C3	Compound	0.519	1.376657825	2.542917159
18979	1	T2	2	P8	8	X75	P54	C3	Compound	0.445	1.180371353	3.271988824
19016	1	T3	3	P8	8	X75	P74A	C3	Compound	0.562	1.587570621	4.080335297
19052	1	T4	4	P8	8	X75	P74A	C3	Compound	0.623	1.759887006	3.539751589
19088	1	T5	5	P8	8	X75	P74A	C3	Compound	0.584	1.649717514	6.037176912
19124	1	T6	6	P8	8	X75	P74A	C3	Compound	0.718	2.028248588	5.629602912
19160	1	T0	0	P8	8	X77	P74B	C3	Compound	0.359	1	14.4464694
19195	1	T1	1	P8	8	X77	P55	C3	Compound	0.494	1.090507726	2.798930404
19231	1	T2	2	P8	8	X77	P55	C3	Compound	0.481	1.061810155	2.803588092
19268	1	T3	3	P8	8	X77	P74B	C3	Compound	0.573	1.596100279	20.03172839
19304	1	T4	4	P8	8	X77	P74B	C3	Compound	0.566	1.576601671	6.437763709
19340	1	T5	5	P8	8	X77	P74B	C3	Compound	0.59	1.643454039	7.153305449
19376	1	T6	6	P8	8	X77	P74B	C3	Compound	0.668	1.860724234	2.231232828
19412	1	T0	0	P8	8	X78	P76	C3	Compound	0.104	1	-0.040146212
19447	1	T1	1	P8	8	X78	P56	C3	Compound	0.233	2.157407407	-1.255530708
19483	1	T2	2	P8	8	X78	P56	C3	Compound	0.104	0.962962963	53.97338597
19520	1	T3	3	P8	8	X78	P76	C3	Compound	0.102	0.980769231	41.0526316
19556	1	T4	4	P8	8	X78	P76	C3	Compound	0.104	1	0
19592	1	T5	5	P8	8	X78	P76	C3	Compound	0.107	1.028846154	69.33333296
19628	1	T6	6	P8	8	X78	P76	C3	Compound	0.104	1	8.987804874
19664	1	T0	0	P8	8	X79	P77	C3	Compound	0.43	1	2.031692344
19699	1	T1	1	P8	8	X79	P57	C3	Compound	0.573	0.777476255	0.965786034
19735	1	T2	2	P8	8	X79	P57	C3	Compound	0.831	1.127544098	0.947089632
19772	1	T3	3	P8	8	X79	P77	C3	Compound	1.124	2.613953488	-3.737582784
19808	1	T4	4	P8	8	X79	P77	C3	Compound	0.98	2.279069767	-7.300936778
19844	1	T5	5	P8	8	X79	P77	C3	Compound	0.9	2.093023256	4.939755915
19880	1	T6	6	P8	8	X79	P77	C3	Compound	0.922	2.144186047	5.022597096
19916	1	T0	0	P8	8	X80	P78	C3	Compound	0.337	1	12.50190885
19951	1	T1	1	P8	8	X80	P58	C3	Compound	0.523	1.085062241	1.599527153
19987	1	T2	2	P8	8	X80	P58	C3	Compound	0.559	1.159751037	1.606163821
20024	1	T3	3	P8	8	X80	P78	C3	Compound	0.705	2.091988131	9.414381797
20060	1	T4	4	P8	8	X80	P78	C3	Compound	0.692	2.053412463	4.830183373
20096	1	T5	5	P8	8	X80	P78	C3	Compound	0.741	2.198813056	4.134502484
20132	1	T6	6	P8	8	X80	P78	C3	Compound	0.828	2.456973294	4.230359079
20168	1	T0	0	P8	8	X81	P70	C4	Compound	0.375	1	0.887387192
20203	1	T1	1	P8	8	X81	P28	C4	Compound	0.557	1.375308642	0.89559392
20239	1	T2	2	P8	8	X81	P28	C4	Compound	1.213	2.995061728	2.344380157
20276	1	T3	3	P8	8	X81	P70	C4	Compound	1.246	3.322666667	1.84079232
20312	1	T4	4	P8	8	X81	P70	C4	Compound	1.438	3.834666667	0.100967038
20348	1	T5	5	P8	8	X81	P70	C4	Compound	1.653	4.408	1.674843633
20384	1	T6	6	P8	8	X81	P70	C4	Compound	1.446	3.856	1.944092995
20420	1	T0	0	P8	8	X82	P71	C4	Compound	0.358	1	1.385755694
20455	1	T1	1	P8	8	X82	P41	C4	Compound	0.581	1.043087971	0.846840455
20491	1	T2	2	P8	8	X82	P41	C4	Compound	1.183	2.123877917	1.066087181
20528	1	T3	3	P8	8	X82	P71	C4	Compound	1.217	3.399441341	1.47711928
20564	1	T4	4	P8	8	X82	P71	C4	Compound	1.389	3.879888268	1.299936914
20600	1	T5	5	P8	8	X82	P71	C4	Compound	1.69	4.720670391	1.521685712
20636	1	T6	6	P8	8	X82	P71	C4	Compound	1.554	4.340782123	1.803560024
20672	1	T0	0	P8	8	X83	P72	C4	Compound	0.356	1	2.467286733
20707	1	T1	1	P8	8	X83	P50	C4	Compound	0.652	1.594132029	3.276018385
20743	1	T2	2	P8	8	X83	P50	C4	Compound	0.692	1.69193154	2.853331129
20780	1	T3	3	P8	8	X83	P72	C4	Compound	0.759	2.132022472	5.145243023
20816	1	T4	4	P8	8	X83	P72	C4	Compound	0.845	2.373595506	5.145243023
20852	1	T5	5	P8	8	X83	P72	C4	Compound	0.894	2.511235955	3.38249181
20888	1	T6	6	P8	8	X83	P72	C4	Compound	0.98	2.752808989	2.369831966
